img_006.png,29,79,131,79,131,162,29,162,78,4.835000
img_012.png,17,219,63,219,63,249,17,249,89,4.797000
img_012.png,90,202,170,202,170,269,90,269,100,4.797000
img_014.png,2,209,36,209,36,231,2,231,99,4.586000
img_014.png,48,203,96,203,96,238,48,238,100,4.586000
img_014.png,122,195,203,195,203,255,122,255,99,4.586000
img_020.png,6,250,62,250,62,307,6,307,98,4.653000
img_020.png,73,230,181,230,181,333,73,333,98,4.653000
img_022.png,2,235,67,235,67,284,2,284,99,4.694000
img_022.png,76,224,179,224,179,296,76,296,99,4.694000
img_027.png,8,207,63,207,63,249,8,249,94,4.719000
img_027.png,68,187,172,187,172,280,68,280,100,4.719000
img_028.png,7,214,62,214,62,253,7,253,92,4.650000
img_028.png,60,190,171,190,171,284,60,284,100,4.650000
img_035.png,12,223,34,223,34,239,12,239,92,4.806000
img_035.png,30,208,85,208,85,247,30,247,90,4.806000
img_035.png,72,172,186,172,186,278,72,278,96,4.806000
img_046.png,12,218,47,218,47,233,12,233,92,4.674000
img_046.png,13,217,30,217,30,238,13,238,44,4.674000
img_046.png,25,207,87,207,87,242,25,242,49,4.674000
img_046.png,61,157,179,157,179,273,61,273,100,4.674000
img_051.png,1,212,13,212,13,240,1,240,72,4.674000
img_051.png,11,207,48,207,48,245,11,245,27,4.674000
img_051.png,13,217,42,217,42,239,13,239,34,4.674000
img_051.png,45,207,80,207,80,243,45,243,84,4.674000
img_051.png,50,147,172,147,172,287,50,287,100,4.674000
img_057.png,5,214,44,214,44,240,5,240,98,4.716000
img_057.png,80,144,236,144,236,290,80,290,100,4.716000
img_057.png,83,205,131,205,131,246,83,246,92,4.716000
img_065.png,19,211,53,211,53,238,19,238,74,4.694000
img_065.png,66,136,243,136,243,291,66,291,100,4.694000
img_065.png,82,214,108,214,108,240,82,240,97,4.694000
img_065.png,93,199,141,199,141,248,93,248,84,4.694000
img_068.png,65,133,246,133,246,290,65,290,100,4.726000
img_068.png,88,196,147,196,147,244,88,244,76,4.726000
img_068.png,91,213,111,213,111,232,91,232,95,4.726000
img_073.png,60,140,252,140,252,298,60,298,99,4.724000
img_073.png,91,201,157,201,157,252,91,252,88,4.724000
img_073.png,97,217,120,217,120,236,97,236,98,4.724000
img_111.png,104,147,137,147,137,177,104,177,95,4.642000
img_111.png,145,130,206,130,206,193,145,193,100,4.642000
img_111.png,166,157,184,157,184,174,166,174,99,4.642000
img_115.png,92,172,128,172,128,201,92,201,83,4.634000
img_115.png,141,155,203,155,203,215,141,215,100,4.634000
img_115.png,162,179,178,179,178,199,162,199,100,4.634000
img_126.png,75,284,122,284,122,323,75,323,87,4.637000
img_126.png,129,255,207,255,207,338,129,338,81,4.637000
img_126.png,161,280,185,280,185,307,161,307,100,4.637000
img_132.png,91,179,134,179,134,212,91,212,80,4.669000
img_132.png,121,150,216,150,216,234,121,234,91,4.669000
img_132.png,168,184,191,184,191,210,168,210,98,4.669000
img_138.png,100,212,135,212,135,249,100,249,100,4.664000
img_138.png,120,186,220,186,220,272,120,272,94,4.664000
img_138.png,175,221,197,221,197,245,175,245,100,4.664000
img_156.png,98,210,140,210,140,250,98,250,100,4.611000
img_156.png,99,169,206,169,206,272,99,272,100,4.611000
img_156.png,185,219,213,219,213,244,185,244,99,4.611000
img_159.png,104,161,218,161,218,278,104,278,100,4.585000
img_159.png,110,206,149,206,149,244,110,244,100,4.585000
img_159.png,192,215,221,215,221,244,192,244,97,4.585000
img_164.png,90,154,238,154,238,274,90,274,100,4.556000
img_164.png,121,199,158,199,158,241,121,241,99,4.556000
img_164.png,203,211,232,211,232,234,203,234,96,4.556000
img_169.png,88,150,239,150,239,276,88,276,100,4.564000
img_169.png,121,203,161,203,161,239,121,239,99,4.564000
img_169.png,208,211,231,211,231,234,208,234,88,4.564000
img_182.png,76,141,244,141,244,309,76,309,100,4.675000
img_182.png,124,210,169,210,169,249,124,249,100,4.675000
img_182.png,215,219,245,219,245,241,215,241,99,4.675000
img_184.png,78,140,245,140,245,293,78,293,100,4.587000
img_184.png,130,204,168,204,168,243,130,243,100,4.587000
img_184.png,215,212,249,212,249,238,215,238,99,4.587000
img_187.png,62,135,256,135,256,298,62,298,99,4.583000
img_187.png,130,203,169,203,169,244,130,244,100,4.583000
img_187.png,214,211,248,211,248,237,214,237,99,4.583000
img_189.png,50,124,265,124,265,309,50,309,100,4.624000
img_189.png,131,201,170,201,170,244,131,244,100,4.624000
img_189.png,219,211,248,211,248,238,219,238,100,4.624000
img_192.png,44,122,266,122,266,328,44,328,89,4.782000
img_192.png,132,207,169,207,169,245,132,245,100,4.782000
img_192.png,221,215,249,215,249,237,221,237,100,4.782000
img_198.png,49,118,252,118,252,336,49,336,92,4.677000
img_198.png,128,202,179,202,179,250,128,250,100,4.677000
img_198.png,223,212,257,212,257,243,223,243,100,4.677000
img_249.png,115,215,188,215,188,302,115,302,100,4.717000
img_249.png,252,243,286,243,286,278,252,278,100,4.717000
img_254.png,129,242,209,242,209,323,129,323,98,4.642000
img_254.png,268,269,307,269,307,311,268,311,99,4.642000
img_263.png,157,207,232,207,232,296,157,296,96,4.652000
img_263.png,282,233,320,233,320,266,282,266,97,4.652000
img_267.png,164,189,231,189,231,272,164,272,100,4.599000
img_267.png,286,209,318,209,318,248,286,248,100,4.599000
img_269.png,166,180,231,180,231,259,166,259,99,4.614000
img_269.png,283,197,317,197,317,238,283,238,100,4.614000
img_274.png,161,167,232,167,232,243,161,243,100,4.611000
img_274.png,273,184,314,184,314,229,273,229,100,4.611000
img_284.png,140,172,221,172,221,260,140,260,100,4.655000
img_284.png,261,200,298,200,298,239,261,239,100,4.655000
img_287.png,139,165,221,165,221,255,139,255,100,4.627000
img_287.png,260,199,296,199,296,232,260,232,100,4.627000
img_290.png,139,170,224,170,224,259,139,259,100,4.597000
img_290.png,261,200,298,200,298,242,261,242,100,4.597000
img_295.png,137,171,230,171,230,275,137,275,97,4.706000
img_295.png,259,205,298,205,298,243,259,243,100,4.706000
img_303.png,120,168,246,168,246,291,120,291,100,4.680000
img_303.png,258,208,300,208,300,249,258,249,100,4.680000
img_304.png,114,171,246,171,246,289,114,289,100,4.726000
img_304.png,259,207,299,207,299,252,259,252,100,4.726000
img_310.png,102,165,247,165,247,284,102,284,100,4.710000
img_310.png,257,202,298,202,298,247,257,247,80,4.710000
img_316.png,112,154,252,154,252,274,112,274,100,4.525000
img_316.png,270,199,298,199,298,241,270,241,99,4.525000
img_318.png,107,150,262,150,262,278,107,278,100,4.483000
img_318.png,268,196,302,196,302,241,268,241,99,4.483000
img_322.png,111,134,264,134,264,286,111,286,100,4.452000
img_322.png,265,193,307,193,307,240,265,240,100,4.452000
img_327.png,108,137,265,137,265,299,108,299,100,4.680000
img_327.png,263,191,303,191,303,248,263,248,99,4.680000
img_330.png,99,132,272,132,272,289,99,289,100,4.721000
img_330.png,257,186,304,186,304,241,257,241,100,4.721000
img_370.png,284,133,345,133,345,202,284,202,100,4.731000
img_374.png,291,155,355,155,355,223,291,223,100,4.667000
img_382.png,264,231,351,231,351,340,264,340,64,4.651000
img_385.png,207,195,314,195,314,293,207,293,99,4.634000
img_391.png,118,201,229,201,229,314,118,314,100,4.670000
img_399.png,60,207,211,207,211,340,60,340,100,4.731000
img_410.png,86,146,236,146,236,274,86,274,100,4.698000
img_413.png,108,147,241,147,241,262,108,262,100,4.721000
img_420.png,76,139,258,139,258,262,76,262,100,4.686000
img_424.png,77,127,278,127,278,272,77,272,100,4.732000
img_427.png,83,119,287,119,287,291,83,291,100,4.636000
img_432.png,72,142,305,142,305,304,72,304,96,4.726000
img_437.png,72,132,308,132,308,342,72,342,95,4.657000
